Local time,Ask,Bid,AskVolume,BidVolume
21.03.2013 00:00:00.005 GMT+0800,1607.848,1607.533,300,200
21.03.2013 00:00:00.126 GMT+0800,1607.816,1607.513,300,300
21.03.2013 00:00:00.465 GMT+0800,1607.7450000000001,1607.413,300,300
21.03.2013 00:00:00.925 GMT+0800,1607.76,1607.413,300,300
21.03.2013 00:00:01.777 GMT+0800,1607.7870000000003,1607.433,300,300
21.03.2013 00:00:02.517 GMT+0800,1607.7020000000002,1607.402,300,700
21.03.2013 00:00:02.621 GMT+0800,1607.7,1607.3529999999998,300,300
21.03.2013 00:00:02.815 GMT+0800,1607.644,1607.3400000000001,300,300
21.03.2013 00:00:02.887 GMT+0800,1607.644,1607.3329999999999,300,300
21.03.2013 00:00:04.552 GMT+0800,1607.6770000000001,1607.3329999999999,300,300
21.03.2013 00:00:06.312 GMT+0800,1607.693,1607.352,300,400
21.03.2013 00:00:07.213 GMT+0800,1607.693,1607.393,300,200
21.03.2013 00:00:07.395 GMT+0800,1607.711,1607.393,300,300
21.03.2013 00:00:08.203 GMT+0800,1607.713,1607.413,300,200
21.03.2013 00:00:09.687 GMT+0800,1607.777,1607.4420000000002,300,300
21.03.2013 00:00:13.295 GMT+0800,1607.6870000000001,1607.3860000000002,200,400
21.03.2013 00:00:13.465 GMT+0800,1607.6870000000001,1607.378,300,300
21.03.2013 00:00:13.525 GMT+0800,1607.6470000000002,1607.3429999999998,300,800
21.03.2013 00:00:13.592 GMT+0800,1607.6470000000002,1607.3329999999999,300,300
21.03.2013 00:00:13.715 GMT+0800,1607.639,1607.3329999999999,300,300
21.03.2013 00:00:14.282 GMT+0800,1607.671,1607.352,300,300
21.03.2013 00:00:16.030 GMT+0800,1607.64,1607.336,300,300
21.03.2013 00:00:16.479 GMT+0800,1607.674,1607.352,300,300
21.03.2013 00:00:17.827 GMT+0800,1607.7520000000002,1607.4520000000002,300,600
21.03.2013 00:00:17.885 GMT+0800,1607.846,1607.503,300,300
21.03.2013 00:00:18.139 GMT+0800,1607.826,1607.503,300,300
21.03.2013 00:00:18.495 GMT+0800,1607.849,1607.533,300,300
21.03.2013 00:00:19.005 GMT+0800,1607.88,1607.533,300,300
21.03.2013 00:00:25.097 GMT+0800,1607.8570000000002,1607.5520000000001,300,300
21.03.2013 00:00:25.422 GMT+0800,1607.8310000000001,1607.527,300,300
21.03.2013 00:00:28.827 GMT+0800,1607.848,1607.533,500,300
21.03.2013 00:00:31.135 GMT+0800,1607.903,1607.5929999999998,300,300
21.03.2013 00:00:31.633 GMT+0800,1607.882,1607.5729999999999,300,300
21.03.2013 00:00:32.398 GMT+0800,1607.846,1607.546,300,200
21.03.2013 00:00:32.576 GMT+0800,1607.846,1607.533,300,300
21.03.2013 00:00:34.546 GMT+0800,1607.8600000000001,1607.533,300,300
21.03.2013 00:00:35.107 GMT+0800,1607.881,1607.5520000000001,300,300
21.03.2013 00:00:35.452 GMT+0800,1607.939,1607.5729999999999,300,600
21.03.2013 00:00:36.365 GMT+0800,1607.9220000000003,1607.5929999999998,300,300
21.03.2013 00:00:36.925 GMT+0800,1607.9470000000001,1607.5929999999998,300,300
21.03.2013 00:00:38.328 GMT+0800,1607.9279999999999,1607.5929999999998,300,300
21.03.2013 00:00:38.676 GMT+0800,1607.901,1607.5929999999998,300,300
21.03.2013 00:00:39.002 GMT+0800,1607.92,1607.6129999999998,300,300
21.03.2013 00:00:39.675 GMT+0800,1607.844,1607.543,300,200
21.03.2013 00:00:39.872 GMT+0800,1607.864,1607.543,200,300
21.03.2013 00:00:40.206 GMT+0800,1607.848,1607.543,200,300
21.03.2013 00:00:40.696 GMT+0800,1607.8529999999998,1607.5520000000001,400,200
21.03.2013 00:00:40.815 GMT+0800,1607.874,1607.5520000000001,300,300
21.03.2013 00:00:41.876 GMT+0800,1607.851,1607.5470000000003,300,300
21.03.2013 00:00:41.995 GMT+0800,1607.848,1607.543,200,300
21.03.2013 00:00:42.425 GMT+0800,1607.874,1607.5629999999999,200,300
21.03.2013 00:00:42.997 GMT+0800,1607.894,1607.5629999999999,300,300
21.03.2013 00:00:50.150 GMT+0800,1607.8170000000002,1607.517,300,600
21.03.2013 00:00:50.267 GMT+0800,1607.8229999999999,1607.523,300,200
21.03.2013 00:00:51.647 GMT+0800,1607.835,1607.523,300,300
21.03.2013 00:00:51.766 GMT+0800,1607.8170000000002,1607.513,300,700
21.03.2013 00:01:00.456 GMT+0800,1607.8329999999999,1607.523,300,300
21.03.2013 00:01:02.756 GMT+0800,1607.872,1607.523,300,300
21.03.2013 00:01:03.142 GMT+0800,1607.8329999999999,1607.533,300,800
21.03.2013 00:01:03.665 GMT+0800,1607.848,1607.543,200,300
21.03.2013 00:01:04.296 GMT+0800,1607.832,1607.5320000000002,300,200
21.03.2013 00:01:04.723 GMT+0800,1607.8120000000001,1607.5120000000002,300,800
21.03.2013 00:01:06.707 GMT+0800,1607.835,1607.533,300,800
21.03.2013 00:01:08.607 GMT+0800,1607.819,1607.519,300,800
21.03.2013 00:01:10.316 GMT+0800,1607.8029999999999,1607.503,300,700
21.03.2013 00:01:11.315 GMT+0800,1607.7479999999998,1607.4479999999999,900,700
21.03.2013 00:01:11.445 GMT+0800,1607.6029999999998,1607.3029999999999,300,200
21.03.2013 00:01:11.505 GMT+0800,1607.663,1607.3629999999998,500,200
21.03.2013 00:01:13.505 GMT+0800,1607.6229999999998,1607.3229999999999,300,200
21.03.2013 00:01:19.775 GMT+0800,1607.643,1607.3429999999998,300,200
21.03.2013 00:01:19.850 GMT+0800,1607.621,1607.3210000000001,300,200
21.03.2013 00:01:20.175 GMT+0800,1607.6000000000001,1607.3,300,700
21.03.2013 00:01:21.467 GMT+0800,1607.621,1607.3210000000001,300,200
21.03.2013 00:01:22.445 GMT+0800,1607.621,1607.3129999999999,300,300
21.03.2013 00:01:22.505 GMT+0800,1607.5510000000002,1607.2510000000002,300,700
21.03.2013 00:01:23.381 GMT+0800,1607.5929999999998,1607.293,300,200
21.03.2013 00:01:26.935 GMT+0800,1607.5770000000002,1607.277,300,700
21.03.2013 00:01:27.806 GMT+0800,1607.596,1607.293,300,300
21.03.2013 00:01:27.866 GMT+0800,1607.58,1607.28,300,200
21.03.2013 00:01:28.216 GMT+0800,1607.5629999999999,1607.263,300,200
21.03.2013 00:01:33.985 GMT+0800,1607.499,1607.199,300,700
21.03.2013 00:01:39.960 GMT+0800,1607.543,1607.243,300,200
21.03.2013 00:01:51.345 GMT+0800,1607.5529999999999,1607.2520000000002,400,200
21.03.2013 00:01:51.476 GMT+0800,1607.6070000000002,1607.2520000000002,200,300
21.03.2013 00:01:51.786 GMT+0800,1607.592,1607.273,300,300
21.03.2013 00:01:52.134 GMT+0800,1607.614,1607.3129999999999,400,200
21.03.2013 00:01:52.195 GMT+0800,1607.6129999999998,1607.3129999999999,300,200
21.03.2013 00:01:52.261 GMT+0800,1607.663,1607.3629999999998,200,200
21.03.2013 00:01:58.201 GMT+0800,1607.6129999999998,1607.283,300,300
21.03.2013 00:01:58.845 GMT+0800,1607.539,1607.239,300,800
21.03.2013 00:01:59.935 GMT+0800,1607.575,1607.273,300,800
21.03.2013 00:02:00.055 GMT+0800,1607.595,1607.283,300,300
21.03.2013 00:02:00.365 GMT+0800,1607.54,1607.24,300,600
21.03.2013 00:02:00.555 GMT+0800,1607.5629999999999,1607.263,200,200
21.03.2013 00:02:01.095 GMT+0800,1607.5339999999999,1607.233,400,200
21.03.2013 00:02:01.155 GMT+0800,1607.494,1607.194,300,800
21.03.2013 00:02:01.425 GMT+0800,1607.453,1607.153,300,200
21.03.2013 00:02:01.696 GMT+0800,1607.483,1607.153,300,300
21.03.2013 00:02:02.195 GMT+0800,1607.46,1607.153,300,300
21.03.2013 00:02:02.664 GMT+0800,1607.4170000000001,1607.0929999999998,300,300
21.03.2013 00:02:03.808 GMT+0800,1607.366,1607.066,300,700
21.03.2013 00:02:03.866 GMT+0800,1607.366,1607.0520000000001,300,300
21.03.2013 00:02:04.355 GMT+0800,1607.389,1607.0520000000001,300,300
21.03.2013 00:02:05.425 GMT+0800,1607.405,1607.0629999999999,300,300
21.03.2013 00:02:09.536 GMT+0800,1607.421,1607.0629999999999,300,300
21.03.2013 00:02:10.019 GMT+0800,1607.453,1607.152,400,200
21.03.2013 00:02:10.075 GMT+0800,1607.5020000000002,1607.152,200,300
21.03.2013 00:02:10.136 GMT+0800,1607.463,1607.152,300,300
21.03.2013 00:02:11.082 GMT+0800,1607.44,1607.14,300,200
21.03.2013 00:02:11.157 GMT+0800,1607.459,1607.153,300,300
21.03.2013 00:02:11.296 GMT+0800,1607.483,1607.153,300,300
21.03.2013 00:02:12.445 GMT+0800,1607.463,1607.153,300,300
21.03.2013 00:02:14.345 GMT+0800,1607.44,1607.14,300,200
21.03.2013 00:02:16.479 GMT+0800,1607.484,1607.183,400,200
21.03.2013 00:02:16.535 GMT+0800,1607.4920000000002,1607.183,300,300
21.03.2013 00:02:16.595 GMT+0800,1607.523,1607.223,300,200
21.03.2013 00:02:17.085 GMT+0800,1607.536,1607.223,300,300
21.03.2013 00:02:18.365 GMT+0800,1607.5870000000002,1607.266,300,300
21.03.2013 00:02:18.885 GMT+0800,1607.6470000000002,1607.293,200,300
21.03.2013 00:02:20.153 GMT+0800,1607.6660000000002,1607.3329999999999,300,300
21.03.2013 00:02:21.595 GMT+0800,1607.641,1607.3329999999999,300,300
21.03.2013 00:02:22.026 GMT+0800,1607.671,1607.3329999999999,300,300
21.03.2013 00:02:22.616 GMT+0800,1607.713,1607.352,300,300
21.03.2013 00:02:25.605 GMT+0800,1607.6820000000002,1607.3329999999999,300,300
21.03.2013 00:02:26.074 GMT+0800,1607.6620000000003,1607.3329999999999,300,300
21.03.2013 00:02:35.100 GMT+0800,1607.6970000000001,1607.352,300,300
21.03.2013 00:02:35.445 GMT+0800,1607.648,1607.3329999999999,200,200
21.03.2013 00:02:35.899 GMT+0800,1607.642,1607.3329999999999,300,300
21.03.2013 00:02:36.307 GMT+0800,1607.6660000000002,1607.3329999999999,300,300
21.03.2013 00:02:38.705 GMT+0800,1607.6070000000002,1607.283,300,300
21.03.2013 00:02:45.018 GMT+0800,1607.625,1607.283,300,300
21.03.2013 00:02:49.375 GMT+0800,1607.6070000000002,1607.283,300,300
21.03.2013 00:02:49.926 GMT+0800,1607.546,1607.246,300,700
21.03.2013 00:02:49.987 GMT+0800,1607.546,1607.233,300,300
21.03.2013 00:02:50.256 GMT+0800,1607.529,1607.2250000000001,300,300
21.03.2013 00:02:51.856 GMT+0800,1607.497,1607.1970000000001,300,200
21.03.2013 00:02:51.985 GMT+0800,1607.497,1607.173,300,300
21.03.2013 00:02:54.476 GMT+0800,1607.4520000000002,1607.1129999999998,300,300
21.03.2013 00:02:59.455 GMT+0800,1607.4089999999999,1607.109,300,800
21.03.2013 00:02:59.515 GMT+0800,1607.43,1607.13,300,200
21.03.2013 00:02:59.575 GMT+0800,1607.43,1607.0729999999999,300,300
21.03.2013 00:03:00.475 GMT+0800,1607.3970000000002,1607.0729999999999,300,300
21.03.2013 00:03:01.793 GMT+0800,1607.414,1607.0529999999999,300,300
21.03.2013 00:03:02.475 GMT+0800,1607.398,1607.0529999999999,300,300
21.03.2013 00:03:04.326 GMT+0800,1607.4170000000001,1607.0529999999999,200,300
21.03.2013 00:03:06.716 GMT+0800,1607.3870000000002,1607.0520000000001,300,300
21.03.2013 00:03:07.128 GMT+0800,1607.4070000000002,1607.0520000000001,300,300
21.03.2013 00:03:08.345 GMT+0800,1607.4170000000001,1607.064,300,300
21.03.2013 00:03:08.769 GMT+0800,1607.394,1607.0520000000001,300,300
21.03.2013 00:03:09.355 GMT+0800,1607.4170000000001,1607.064,300,300
21.03.2013 00:03:11.666 GMT+0800,1607.4460000000001,1607.0929999999998,300,300
21.03.2013 00:03:12.855 GMT+0800,1607.4620000000002,1607.1229999999998,300,300
21.03.2013 00:03:16.706 GMT+0800,1607.4820000000002,1607.143,300,300
21.03.2013 00:03:17.205 GMT+0800,1607.4979999999998,1607.152,300,300
21.03.2013 00:03:18.985 GMT+0800,1607.464,1607.152,300,300
21.03.2013 00:03:21.615 GMT+0800,1607.484,1607.143,300,300
21.03.2013 00:03:22.116 GMT+0800,1607.635,1607.293,300,300
21.03.2013 00:03:24.446 GMT+0800,1607.648,1607.326,300,300
21.03.2013 00:03:25.035 GMT+0800,1607.709,1607.352,300,600
21.03.2013 00:03:31.347 GMT+0800,1607.727,1607.401,300,300
21.03.2013 00:03:32.176 GMT+0800,1607.8210000000001,1607.493,300,300
21.03.2013 00:03:32.535 GMT+0800,1607.858,1607.533,300,300
21.03.2013 00:03:33.889 GMT+0800,1607.839,1607.539,300,700
21.03.2013 00:03:33.976 GMT+0800,1607.911,1607.5629999999999,300,300
21.03.2013 00:03:35.835 GMT+0800,1607.848,1607.514,700,300
21.03.2013 00:03:36.524 GMT+0800,1607.8020000000001,1607.5020000000002,300,200
21.03.2013 00:03:36.585 GMT+0800,1607.8020000000001,1607.473,300,300
21.03.2013 00:03:36.645 GMT+0800,1607.785,1607.473,300,300
21.03.2013 00:03:37.636 GMT+0800,1607.7450000000001,1607.445,300,200
21.03.2013 00:03:40.617 GMT+0800,1607.726,1607.4260000000002,300,800
21.03.2013 00:03:40.676 GMT+0800,1607.726,1607.423,300,300
21.03.2013 00:03:40.735 GMT+0800,1607.71,1607.41,300,200
21.03.2013 00:03:40.859 GMT+0800,1607.71,1607.403,300,300
21.03.2013 00:03:46.466 GMT+0800,1607.7279999999998,1607.403,300,300
21.03.2013 00:03:47.442 GMT+0800,1607.7520000000002,1607.423,300,300
21.03.2013 00:03:47.899 GMT+0800,1607.8220000000001,1607.483,300,300
21.03.2013 00:03:48.669 GMT+0800,1607.824,1607.523,400,200
21.03.2013 00:03:49.095 GMT+0800,1607.806,1607.506,300,200
21.03.2013 00:03:50.335 GMT+0800,1607.806,1607.503,300,300
21.03.2013 00:03:52.266 GMT+0800,1607.856,1607.503,600,300
21.03.2013 00:03:53.735 GMT+0800,1607.9089999999999,1607.6029999999998,300,300
21.03.2013 00:03:54.065 GMT+0800,1607.9379999999999,1607.6029999999998,300,300
21.03.2013 00:03:54.496 GMT+0800,1607.9160000000002,1607.6029999999998,300,300
21.03.2013 00:03:54.905 GMT+0800,1607.899,1607.595,300,300
21.03.2013 00:03:55.317 GMT+0800,1607.846,1607.543,300,700
21.03.2013 00:03:55.480 GMT+0800,1607.862,1607.5529999999999,300,300
21.03.2013 00:03:57.039 GMT+0800,1607.8970000000002,1607.566,300,300
21.03.2013 00:03:58.076 GMT+0800,1607.8960000000002,1607.5729999999999,300,300
21.03.2013 00:04:03.318 GMT+0800,1607.845,1607.545,300,200
21.03.2013 00:04:08.029 GMT+0800,1607.845,1607.523,300,300
21.03.2013 00:04:08.866 GMT+0800,1607.825,1607.523,300,200
21.03.2013 00:04:11.567 GMT+0800,1607.854,1607.523,200,300
21.03.2013 00:04:11.896 GMT+0800,1607.834,1607.523,300,300
21.03.2013 00:04:17.315 GMT+0800,1607.809,1607.493,300,300
21.03.2013 00:04:17.854 GMT+0800,1607.848,1607.493,300,300
21.03.2013 00:04:21.176 GMT+0800,1607.832,1607.493,300,300
21.03.2013 00:04:25.316 GMT+0800,1607.805,1607.493,300,300
21.03.2013 00:04:27.947 GMT+0800,1607.8210000000001,1607.493,300,300
21.03.2013 00:04:31.100 GMT+0800,1607.7479999999998,1607.4479999999999,200,300
21.03.2013 00:04:31.226 GMT+0800,1607.754,1607.443,300,300
21.03.2013 00:04:32.516 GMT+0800,1607.736,1607.433,300,800
21.03.2013 00:04:36.225 GMT+0800,1607.736,1607.413,300,300
21.03.2013 00:04:39.205 GMT+0800,1607.714,1607.413,300,200
21.03.2013 00:04:42.375 GMT+0800,1607.7320000000002,1607.413,300,300
21.03.2013 00:04:42.435 GMT+0800,1607.7520000000002,1607.4520000000002,300,600
21.03.2013 00:04:42.556 GMT+0800,1607.777,1607.4520000000002,300,900
21.03.2013 00:04:44.605 GMT+0800,1607.838,1607.513,300,300
21.03.2013 00:04:49.245 GMT+0800,1607.835,1607.533,300,200
21.03.2013 00:04:50.866 GMT+0800,1607.852,1607.533,300,300
21.03.2013 00:04:55.382 GMT+0800,1607.83,1607.526,300,300
21.03.2013 00:04:55.980 GMT+0800,1607.8500000000001,1607.533,300,300
21.03.2013 00:04:59.468 GMT+0800,1607.8229999999999,1607.523,300,700
21.03.2013 00:04:59.526 GMT+0800,1607.8229999999999,1607.493,300,300
21.03.2013 00:05:00.285 GMT+0800,1607.78,1607.4779999999998,400,700
21.03.2013 00:05:00.495 GMT+0800,1607.7479999999998,1607.433,300,200
21.03.2013 00:05:02.133 GMT+0800,1607.7839999999999,1607.433,300,300
21.03.2013 00:05:02.656 GMT+0800,1607.8070000000002,1607.463,300,300
21.03.2013 00:05:06.965 GMT+0800,1607.8529999999998,1607.5529999999999,300,200
21.03.2013 00:05:07.085 GMT+0800,1607.931,1607.565,300,400
21.03.2013 00:05:09.157 GMT+0800,1607.869,1607.565,300,300
21.03.2013 00:05:09.218 GMT+0800,1607.869,1607.5520000000001,300,300
21.03.2013 00:05:10.605 GMT+0800,1607.9070000000002,1607.5520000000001,200,300
21.03.2013 00:05:11.827 GMT+0800,1607.918,1607.5729999999999,300,300
21.03.2013 00:05:12.252 GMT+0800,1607.825,1607.523,300,200
21.03.2013 00:05:18.087 GMT+0800,1607.842,1607.523,300,300
21.03.2013 00:05:20.968 GMT+0800,1607.825,1607.523,300,200
21.03.2013 00:05:22.825 GMT+0800,1607.858,1607.523,200,300
21.03.2013 00:05:22.945 GMT+0800,1607.878,1607.523,200,300
21.03.2013 00:05:29.945 GMT+0800,1607.856,1607.5529999999999,300,200
21.03.2013 00:05:30.245 GMT+0800,1607.9070000000002,1607.5529999999999,300,200
21.03.2013 00:05:32.675 GMT+0800,1607.848,1607.5470000000003,200,300
21.03.2013 00:05:32.735 GMT+0800,1607.848,1607.5320000000002,300,300
21.03.2013 00:05:32.826 GMT+0800,1607.862,1607.523,300,300
21.03.2013 00:05:33.586 GMT+0800,1607.878,1607.523,300,300
21.03.2013 00:05:33.907 GMT+0800,1607.918,1607.5729999999999,300,300
21.03.2013 00:05:34.277 GMT+0800,1607.9360000000001,1607.5729999999999,300,300
21.03.2013 00:05:34.627 GMT+0800,1608.007,1607.652,300,200
21.03.2013 00:05:35.177 GMT+0800,1607.9979999999998,1607.652,200,300
21.03.2013 00:05:36.587 GMT+0800,1607.9479999999999,1607.6129999999998,200,200
21.03.2013 00:05:36.945 GMT+0800,1607.9479999999999,1607.6129999999998,200,200
21.03.2013 00:05:38.457 GMT+0800,1607.9479999999999,1607.6129999999998,300,200
21.03.2013 00:05:39.191 GMT+0800,1607.933,1607.6329999999998,300,200
21.03.2013 00:05:39.947 GMT+0800,1607.9470000000001,1607.6329999999998,300,300
21.03.2013 00:05:40.498 GMT+0800,1607.989,1607.6329999999998,300,300
21.03.2013 00:05:42.586 GMT+0800,1607.97,1607.6329999999998,300,300
21.03.2013 00:05:42.933 GMT+0800,1607.914,1607.6129999999998,300,200
21.03.2013 00:05:43.265 GMT+0800,1607.844,1607.543,400,200
21.03.2013 00:05:43.385 GMT+0800,1607.7479999999998,1607.443,200,700
21.03.2013 00:05:43.445 GMT+0800,1607.7320000000002,1607.423,300,300
21.03.2013 00:05:44.316 GMT+0800,1607.759,1607.423,300,300
21.03.2013 00:05:44.661 GMT+0800,1607.775,1607.453,300,300
21.03.2013 00:05:45.307 GMT+0800,1607.874,1607.5729999999999,500,200
21.03.2013 00:05:45.425 GMT+0800,1607.864,1607.5629999999999,300,800
21.03.2013 00:05:45.485 GMT+0800,1607.884,1607.5729999999999,300,300
21.03.2013 00:05:45.717 GMT+0800,1607.9470000000001,1607.586,300,300
21.03.2013 00:05:46.026 GMT+0800,1608.0079999999998,1607.663,300,300
21.03.2013 00:05:46.336 GMT+0800,1608.014,1607.713,400,200
21.03.2013 00:05:46.395 GMT+0800,1608.025,1607.713,300,300
21.03.2013 00:05:47.505 GMT+0800,1608.005,1607.703,300,800
21.03.2013 00:05:47.825 GMT+0800,1607.924,1607.6229999999998,400,200
21.03.2013 00:05:48.166 GMT+0800,1607.894,1607.5929999999998,400,200
21.03.2013 00:05:49.566 GMT+0800,1607.9470000000001,1607.5929999999998,300,300
21.03.2013 00:05:49.825 GMT+0800,1607.953,1607.652,400,200
21.03.2013 00:05:49.886 GMT+0800,1607.996,1607.652,300,300
21.03.2013 00:05:51.175 GMT+0800,1608.004,1607.703,400,200
21.03.2013 00:05:51.295 GMT+0800,1607.9479999999999,1607.6329999999998,400,200
21.03.2013 00:05:51.355 GMT+0800,1607.97,1607.6329999999998,300,300
21.03.2013 00:05:51.829 GMT+0800,1607.911,1607.611,300,200
21.03.2013 00:05:52.236 GMT+0800,1607.911,1607.6029999999998,300,300
21.03.2013 00:05:52.295 GMT+0800,1607.903,1607.6029999999998,300,200
21.03.2013 00:05:52.837 GMT+0800,1607.8870000000002,1607.5520000000001,200,500
21.03.2013 00:05:52.957 GMT+0800,1607.786,1607.483,300,800
21.03.2013 00:05:53.017 GMT+0800,1607.8110000000001,1607.493,300,300
21.03.2013 00:05:53.827 GMT+0800,1607.8129999999999,1607.513,300,200
21.03.2013 00:05:53.996 GMT+0800,1607.8429999999998,1607.513,300,300
21.03.2013 00:05:54.523 GMT+0800,1607.8529999999998,1607.5529999999999,300,200
21.03.2013 00:05:54.605 GMT+0800,1607.8729999999998,1607.5529999999999,300,300
21.03.2013 00:05:55.295 GMT+0800,1607.934,1607.6329999999998,400,200
21.03.2013 00:05:55.356 GMT+0800,1607.9460000000001,1607.6329999999998,300,300
21.03.2013 00:05:58.686 GMT+0800,1607.954,1607.653,300,200
21.03.2013 00:06:00.125 GMT+0800,1607.9460000000001,1607.58,300,400
21.03.2013 00:06:00.185 GMT+0800,1607.8629999999998,1607.5629999999999,300,200
21.03.2013 00:06:00.765 GMT+0800,1607.848,1607.543,200,200
21.03.2013 00:06:00.827 GMT+0800,1607.844,1607.543,300,200
21.03.2013 00:06:05.085 GMT+0800,1607.798,1607.473,300,300
21.03.2013 00:06:05.417 GMT+0800,1607.7820000000002,1607.473,300,300
21.03.2013 00:06:11.045 GMT+0800,1607.7620000000002,1607.443,200,300
21.03.2013 00:06:11.892 GMT+0800,1607.7479999999998,1607.443,300,300
21.03.2013 00:06:19.625 GMT+0800,1607.7020000000002,1607.3829999999998,300,300
21.03.2013 00:06:21.755 GMT+0800,1607.642,1607.342,300,200
21.03.2013 00:06:21.935 GMT+0800,1607.6129999999998,1607.3129999999999,300,200
21.03.2013 00:06:27.202 GMT+0800,1607.6100000000001,1607.306,300,300
21.03.2013 00:06:29.776 GMT+0800,1607.578,1607.278,300,800
21.03.2013 00:06:29.836 GMT+0800,1607.584,1607.283,400,200
21.03.2013 00:06:30.892 GMT+0800,1607.63,1607.283,300,300
21.03.2013 00:06:33.556 GMT+0800,1607.652,1607.352,300,200
21.03.2013 00:06:33.676 GMT+0800,1607.694,1607.352,300,300
21.03.2013 00:06:36.789 GMT+0800,1607.694,1607.39,300,400
21.03.2013 00:06:36.905 GMT+0800,1607.799,1607.4520000000002,700,400
21.03.2013 00:06:37.219 GMT+0800,1607.8020000000001,1607.453,300,300
21.03.2013 00:06:50.831 GMT+0800,1607.824,1607.473,300,300
21.03.2013 00:06:51.166 GMT+0800,1607.852,1607.5520000000001,300,500
21.03.2013 00:06:51.226 GMT+0800,1607.892,1607.588,300,300
21.03.2013 00:06:52.252 GMT+0800,1607.8760000000002,1607.576,300,200
21.03.2013 00:06:53.726 GMT+0800,1607.8760000000002,1607.5520000000001,300,400
21.03.2013 00:06:53.845 GMT+0800,1607.8229999999999,1607.523,300,200
21.03.2013 00:06:56.256 GMT+0800,1607.8229999999999,1607.457,300,400
21.03.2013 00:06:56.316 GMT+0800,1607.8010000000002,1607.4520000000002,300,300
21.03.2013 00:06:57.226 GMT+0800,1607.75,1607.443,300,300
21.03.2013 00:07:02.747 GMT+0800,1607.6370000000002,1607.3370000000002,200,600
21.03.2013 00:07:02.807 GMT+0800,1607.6879999999999,1607.384,700,300
21.03.2013 00:07:02.866 GMT+0800,1607.595,1607.295,300,200
21.03.2013 00:07:02.926 GMT+0800,1607.632,1607.3229999999999,300,300
21.03.2013 00:07:02.986 GMT+0800,1607.654,1607.3229999999999,300,300
21.03.2013 00:07:03.296 GMT+0800,1607.6370000000002,1607.3229999999999,300,300
21.03.2013 00:07:04.688 GMT+0800,1607.6329999999998,1607.3229999999999,300,300
21.03.2013 00:07:11.391 GMT+0800,1607.649,1607.3229999999999,300,300
21.03.2013 00:07:14.318 GMT+0800,1607.6779999999999,1607.3429999999998,300,300
21.03.2013 00:07:18.195 GMT+0800,1607.655,1607.352,300,300
21.03.2013 00:07:18.570 GMT+0800,1607.675,1607.352,300,300
21.03.2013 00:07:22.106 GMT+0800,1607.675,1607.3729999999998,300,200
21.03.2013 00:07:22.226 GMT+0800,1607.6979999999999,1607.3729999999998,300,300
21.03.2013 00:07:25.107 GMT+0800,1607.737,1607.423,300,300
21.03.2013 00:07:26.266 GMT+0800,1607.711,1607.411,300,700
21.03.2013 00:07:34.785 GMT+0800,1607.69,1607.39,300,700
21.03.2013 00:07:34.847 GMT+0800,1607.704,1607.403,400,200
21.03.2013 00:07:35.228 GMT+0800,1607.7060000000001,1607.403,300,300
21.03.2013 00:07:37.486 GMT+0800,1607.624,1607.3029999999999,300,300
21.03.2013 00:07:39.566 GMT+0800,1607.619,1607.3029999999999,300,300
21.03.2013 00:07:42.176 GMT+0800,1607.56,1607.253,300,300
21.03.2013 00:07:42.674 GMT+0800,1607.592,1607.253,300,300
21.03.2013 00:07:43.588 GMT+0800,1607.5629999999999,1607.233,300,300
21.03.2013 00:07:45.287 GMT+0800,1607.579,1607.233,300,300
21.03.2013 00:07:46.024 GMT+0800,1607.584,1607.253,300,300
21.03.2013 00:07:48.206 GMT+0800,1607.5629999999999,1607.253,300,300
21.03.2013 00:07:49.227 GMT+0800,1607.5910000000001,1607.253,300,300
21.03.2013 00:07:54.946 GMT+0800,1607.608,1607.293,300,300
21.03.2013 00:08:00.258 GMT+0800,1607.6370000000002,1607.293,300,300
21.03.2013 00:08:00.623 GMT+0800,1607.68,1607.352,300,300
21.03.2013 00:08:01.188 GMT+0800,1607.6979999999999,1607.352,300,300
21.03.2013 00:08:04.836 GMT+0800,1607.7160000000001,1607.403,300,300
21.03.2013 00:08:08.986 GMT+0800,1607.694,1607.393,300,700
21.03.2013 00:08:11.035 GMT+0800,1607.711,1607.403,300,300
21.03.2013 00:08:11.156 GMT+0800,1607.723,1607.423,300,200
21.03.2013 00:08:11.216 GMT+0800,1607.729,1607.423,300,300
21.03.2013 00:08:11.276 GMT+0800,1607.713,1607.413,300,800
21.03.2013 00:08:11.457 GMT+0800,1607.7320000000002,1607.393,300,300
21.03.2013 00:08:11.516 GMT+0800,1607.693,1607.393,300,200
21.03.2013 00:08:11.891 GMT+0800,1607.6870000000001,1607.3829999999998,300,700
21.03.2013 00:08:11.987 GMT+0800,1607.6870000000001,1607.352,300,900
21.03.2013 00:08:14.244 GMT+0800,1607.693,1607.393,300,200
21.03.2013 00:08:17.847 GMT+0800,1607.7160000000001,1607.393,300,300
21.03.2013 00:08:17.966 GMT+0800,1607.7520000000002,1607.4520000000002,300,200
21.03.2013 00:08:18.026 GMT+0800,1607.754,1607.4520000000002,300,200
21.03.2013 00:08:18.540 GMT+0800,1607.754,1607.443,300,300
21.03.2013 00:08:28.906 GMT+0800,1607.73,1607.43,300,200
21.03.2013 00:08:28.966 GMT+0800,1607.73,1607.413,300,300
21.03.2013 00:08:29.833 GMT+0800,1607.7120000000002,1607.408,300,300
